Title,Company,Location,Salary,Job Type,Description,Date Posted
SALES ASSOCIATE in FASHION department Part Time,Fabricville,"St. John's, NL",Part-time,Weekends as needed,Excellent customer service and selling. The responsibilities of a sales associate in the fashion department will be to achieve and ensure an exceptional…   ,"Posted
Posted 24 days ago"
Tugboat Captain,Sentry Marine Towing,"St. John's, NL",$700–$900 a day,Full-time,Lead a team in a safe and efficient manner. Ensure the safety of the crew on board. Manage the logistics of the ship's voyage. Must be a Canadian citizen.  ,"Employer
Active 8 days ago"
Branch Administrator - Ultramar,Parkland Corporation,"St. John's, NL",$17.08 an hour,Full-time,Parkland Corporation will endeavour to provide accommodation to persons with disabilities in the recruitment process upon request.   ,"Employer
Active 17 days ago"
Overnight Customer Service Representative,Circle K,"Goobies, NL",N/A,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Maintenance Repairer - Permanent hrs/week,Newfoundland & Labrador English School District,"Dildo, NL",$21.20–$23.25 an hour,"Full-time
+1",Applicants must also have completed a High School Diploma (or equivalent) and have WHMIS 2015 certification. Employees have a primary responsibility for the use…   ,"Posted
Posted 4 days ago"
Management Training Program for New Graduates - Maritimes,Guillevin International,"St. John's, NL",Full-time,N/A,"This fast paced, three-year program will prepare you to every facet of our business through a hands-on and structured training program.   ","Posted
Posted 30+ days ago"
Scaffolder Supervisor,Braya Renewable Fuels (Newfoundland),"Come By Chance, NL",N/A,N/A,Accommodations during the recruitment process are available upon request for candidates with disabilities. Preparing and entering data into various information…  ,"Posted
Posted 29 days ago"
hotel assistant manager,Nain Hotel Ltd.,"Nain, NL",$22.50 an hour,"Full-time
+1",Develop and implement business plans. Address customers' complaints or concerns. Assist clients/guests with special needs. Hours: 35 to 40 hours per week.  ,"Posted
Posted 30+ days ago"
Job Coach for Persons with Intellectual Disability (Retail-CBS),Visions Employment Plus Inc.,"Conception Bay South, NL",$16.05 an hour,Part-time,"Position includes providing support and motivation, modelling tasks, and helping the individual complete their tasks, which includes collecting carts inside and…  ","Posted
Posted 4 days ago"
Food Service Supervisor,Little Caesars,"Paradise, NL",$15–$16 an hour,Full-time,"Secondary (high) school graduation certificate. Address customers' complaints or concerns. Maintain records of stock, repairs, sales and wastage.   ","Posted
Posted 30+ days ago"
Security Guard,NL Health Services,"Labrador City, NL",$21.20–$23.29 an hour,N/A,""" Possesses a valid driver's license; "" Completion of High School supplemented by a recognized certificate/diploma in law enforcement/security;  ","Posted
Posted 30+ days ago"
Sales Associate/Assistant Manager,Urban Shoe Company,"St. John's, NL",From $17.50 an hour,"Full-time
+1",Answer phone calls and respond to customer inquiries in a professional and courteous manner. Provide excellent customer service and assist customers with their…  ,"Employer
Active 4 days ago"
Manager Protection & Control,Newfoundland Power Inc.,"St. John's, NL",Full-time,N/A,You will provide oversite for the team in the design and implementation of electrical protection schemes; review and development of electrical protection…   ,"Posted
Posted 17 days ago"
excavator operator,Sexton Lumber Co. Limited,"Millertown, NL",$27.50 an hour,"Full-time
+1",Hours: 50 to 60 hours per week.  ,"Posted
Posted 2 days ago"
Part-Time Crew Member,McDonald's,"Lewisporte, NL",Part-time,N/A,"Greeting guests, taking orders and processing payments. Managing delivery and mobile orders. Assembling orders and packaging take-out and delivery.   ","Posted
Posted 30+ days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Early Childhood Educator,Kids Kampus CBS,"Conception Bay South, NL",$16.50–$35.09 an hour,Full-time,"Required - Criminal Record check, vulnerable sector check, first aid and a copy of your immunization record. Half price childcare for one child.  ","Employer
Active 10 days ago"
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",Permanent,N/A,"Have proven customer service skills through work or community involvement. Are willing to assist in a professional, friendly and efficient manner.   ","Posted
Posted 21 days ago"
Utility Worker 1 hrs/wk mths - Temporary,Newfoundland & Labrador English School District,"Stephenville, NL",$20.05–$21.64 an hour,N/A,"The Utility Worker I is responsible for the daily cleaning of schools; including mopping of floors, cleaning of washrooms, classrooms, windows, etc.   ","Posted
Posted 1 day ago"
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",Permanent,N/A,"Have proven customer service skills through work or community involvement. Are willing to assist in a professional, friendly and efficient manner.   ","Posted
Posted 21 days ago"
cashier,DASH FOODS INCORPORATED,"St. Anthony, NL",$15 an hour,"Full-time
+1","Process money, cheques and credit/debit card payments. Accept reservations or take-out orders. Wrap or place merchandise in bags.   ","Posted
Posted 3 days ago"
Client Care/Sales Coordinator,Ewyn Studios,"St. John's, NL",$16–$19 an hour,"Full-time
+1","Ewyn Studios is Canada's fastest-growing weight loss company, offering one-on-one personal health coaching, meal plans using grocery store food, and our own…   ","Employer
Active 4 days ago"
shuttle operator,83651 Newfoundland & Labrador Inc.,"Clarenville, NL",$16.50–$18.00 an hour,"Part-time
+1","Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle. Transport patients to hospital or other medical facility for further…  ","Posted
Posted 30+ days ago"
Cook,Bonaventure Retirement Home,"St. John's, NL",Full-time,"Weekends as needed
+1", ,"Posted
Posted 30+ days ago"
Fire Systems Technician (Offshore/Onshore),Martin's Fire Safety,"Mount Pearl, NL",Full-time,N/A,Valid driver's license with acceptable driving record. Instruct customers on the operation and proper use of their fire suppression equipment.  ,"Posted
Posted 30+ days ago"
driving school instructor,Western Driving School (1991) Incorporated,"Corner Brook, NL",$18–$20 an hour,"Full-time
+1",Hours: 25 to 40 hours per week.  ,"Posted
Posted 29 days ago"
Store A Manager,Circle K,"Whitbourne, NL",Day shift,N/A,"En tant qu'employeur qui s'engage à respecter l'équité en matière d'emploi, nous encourageons les candidatures les plus diverses afin de pouvoir nous doter d’un…   ","Posted
Posted 22 days ago"
"clerk, hotel front desk",Deer Lake Holdings Limited,"Deer Lake, NL",$16.65 an hour,"Full-time
+1",Answer telephone and relay telephone calls and messages. Register arriving guests and assign rooms. Assist clients/guests with special needs.  ,"Posted
Posted 30+ days ago"
Bilingual Reservations Agent,PAL Airlines,"St. John's, NL","Full-time
+1",N/A,"At PAL Airlines we are dedicated to providing our customers with reliable on-time performance, memorable travel experiences, and outstanding customer service.   ","Posted
Posted 18 days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Process Operator - 3rd Class,Braya Renewable Fuels (Newfoundland),"Come By Chance, NL",Full-time,N/A,Perform other administrative tasks such as recording test results and other data about the plant's operation. Proven leadership and problem-solving capabilities…  ,"Posted
Posted 29 days ago"
Digital Lead,People Stuff,"Hybrid remote in St. John's, NL",Full-time,N/A,"Preloading content and monitoring social media account performance using HeyOrca. Support business development, operational, and corporate initiatives such as…  ","Posted
Posted 3 days ago"
Daytime Cook,Karwood Retirement Retreat,"Paradise, NL",$17.22 an hour,Full-time,Adhere to the provincial guidelines for proper and safe food handling and practices. Be sure to always approach residents with a friendly attitude and be…  ,"Employer
Active 4 days ago"
Saltwater Aquaculture Worker,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,Grid installation and inspection/repair. Experience within the aquaculture field would be considered an asset but not required as on the job training is…   ,"Posted
Posted 30+ days ago"
Custodial Worker - Casual Call-In,Newfoundland & Labrador English School District,"St. Lunaire-Griquet, NL",$20.05–$21.64 an hour,Casual,A Custodial Worker is responsible for providing daily janitorial duties through an established schedule to ensure that the schools are maintained at the highest…   ,"Posted
Posted 1 day ago"
"Outbound Selector, Nights - Industrial Athlete",SYSCO FOOD SERVICES,"Mount Pearl, NL",Part-time,"Weekends as needed
+3","This is a warehouse position responsible for operating an electric pallet jack, selecting the correct products from warehouse racking, scanning and labeling…   ","Posted
Posted 30+ days ago"
cladding / composite installer,Rooftech Systems ltd.,"St. John's, NL",$25–$35 an hour,Full-time,Looking for workers with experience with installation of siding systems.  ,"Posted
Posted 30+ days ago"
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",$21.89 an hour,Full-time,"If you have completed a minimum two-year post-secondary accounting program, are proficient in Excel and have good organizational skills this could be a…   ","Posted
Posted 30+ days ago"
Assistant Front Store Manager,Shoppers Drug Mart / Pharmaprix,"Paradise, NL",Full-time,N/A,"To assist the Front Store Manager (FSM) in managing the human, physical and financial resources of the store and in ensuring that store objectives are achieved…   ","Posted
Just posted"
Cashier - Grand Falls-Windsor,Canadian Tire,"Grand Falls, NL","Full-time
+1",N/A,Balances cash and is aware of amount of cash on hand. This role involves the operation of a computerized cash register. Standing/walking for 8 hours.   ,"Posted
Posted 12 days ago"
Buyer,Newfoundland and Labrador Hydro,"Hybrid remote in St. John's, NL",Full-time,N/A,"You will review requisitions and contract tender documents for commercial requirements, determine source, analyze quotations and tenders, select suppliers,…   ","Posted
Posted 22 days ago"
