Title,Company,Location,Salary,Job Type,Description,Date Posted
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
kitchen helper,Callingwood Downs Seniors Complex,"Clarke's Beach, NL",$15.96 an hour,"Full-time
+1","Do you have previous experience in this field of employment? Use manual and electrical appliances to clean, peel, slice and trim foodstuffs.  ","Posted
Posted 30+ days ago"
Legal Operations Associate,EvenUp,Remote in Newfoundland and Labrador,"$50,000–$65,000 a year",Full-time,"Base compensation for this role is $50,000-$65,000 in local currency. Work with the machine learning and engineering teams to hone our internal products.  ","Posted
Posted 30+ days ago"
Line Cook,Best Western Plus St-John's Airport Hotel & Suites,"St. John's, NL",$15–$16 an hour,Full-time,"Cooks food items by grilling, frying, sautéing, and other cooking methods to specified recipes and standards. Weekend availability is a must.*.   ","Employer
Active 4 days ago"
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",Permanent,N/A,"Have proven customer service skills through work or community involvement. Are willing to assist in a professional, friendly and efficient manner.   ","Posted
Posted 21 days ago"
Procedure Specialist - Electrophysiology (Newfoundland),Abbott Laboratories,"St. John's, NL",Full-time,Weekends as needed,"In addition, providing clinical expertise, collaborating with the Sales Team (Territory Manager and Regional Manager) to assist with developing business…   ","Posted
Posted 12 days ago"
Veterinary Extern - General Practice,Humber Veterinary Clinic,"Corner Brook, NL",N/A,N/A,Veterinary students who are in the clinical portion of their education are eligible for a travel/living expense stipend.   ,"Posted
Posted 30+ days ago"
Cashier,Jim’s Value Grocer,"Grand Falls-Windsor, NL",From $15 an hour,Full-time,"We are taking extra cleaning precautions and have a protective plexiglass barrier between cashiers and customers. 35 hours per week, evening and weekend shifts.  ","Employer
Active 18 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Legal Operations Associate,EvenUp,Remote in Newfoundland and Labrador,"$50,000–$65,000 a year",Full-time,"EvenUp operates across all types of injury cases, from police brutality and child abuse to California wildfires and motor vehicle accidents.  ","Posted
Posted 30+ days ago"
Line Cook,Best Western Plus St-John's Airport Hotel & Suites,"St. John's, NL",$15–$16 an hour,Full-time,"Cooks food items by grilling, frying, sautéing, and other cooking methods to specified recipes and standards. Weekend availability is a must.*.   ","Employer
Active 4 days ago"
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",Permanent,N/A,You’ll be supported by leadership through meaningful development conversations that enable faster advancement and internal training to support your growth and…   ,"Posted
Posted 21 days ago"
Procedure Specialist - Electrophysiology (Newfoundland),Abbott Laboratories,"St. John's, NL",Full-time,Weekends as needed,"In addition, providing clinical expertise, collaborating with the Sales Team (Territory Manager and Regional Manager) to assist with developing business…   ","Posted
Posted 12 days ago"
Veterinary Extern - General Practice,Humber Veterinary Clinic,"Corner Brook, NL",N/A,N/A,Veterinary students who are in the clinical portion of their education are eligible for a travel/living expense stipend.   ,"Posted
Posted 30+ days ago"
Cashier,Jim’s Value Grocer,"Grand Falls-Windsor, NL",From $15 an hour,Full-time,"We are taking extra cleaning precautions and have a protective plexiglass barrier between cashiers and customers. 35 hours per week, evening and weekend shifts.  ","Employer
Active 18 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
